region,postcode_sector,year,avg_price,volume,delta
East England,PE1 1,2002,107000,17,34
East England,PE1 2,2002,75000,251,27
East England,PE1 3,2002,83000,363,28
East England,PE1 4,2002,93000,366,29
East England,PE1 5,2002,70000,227,23
East England,PE10 0,2002,140000,297,25
East England,PE10 9,2002,104000,343,17
East England,PE11 1,2002,92000,260,12
East England,PE11 2,2002,88000,403,16
East England,PE11 3,2002,102000,424,15
East England,PE11 4,2002,99000,273,21
East England,PE12 0,2002,123000,201,18
East England,PE12 6,2002,118000,239,22
East England,PE12 7,2002,84000,210,9
East England,PE12 8,2002,106000,131,13
East England,PE12 9,2002,94000,436,25
East England,PE13 1,2002,79000,105,22
East England,PE13 2,2002,88000,255,29
East England,PE13 3,2002,71000,377,18
East England,PE13 4,2002,114000,153,27
East England,PE13 5,2002,108000,197,33
East England,PE14 0,2002,99000,110,43
East England,PE14 7,2002,118000,153,22
East England,PE14 8,2002,116000,148,38
East England,PE14 9,2002,114000,107,37
East England,PE15 0,2002,117000,298,29
East England,PE15 8,2002,90000,435,27
East England,PE15 9,2002,107000,331,35
East England,PE16 6,2002,99000,412,39
East England,PE19 1,2002,108000,176,8
East England,PE19 2,2002,119000,405,37
East England,PE19 5,2002,180000,177,15
East England,PE19 6,2002,169000,154,19
East England,PE19 7,2002,140000,142,13
East England,PE19 8,2002,113000,267,9
East England,PE2 5,2002,75000,520,32
East England,PE2 6,2002,129000,96,26
East England,PE2 7,2002,147000,125,17
East England,PE2 8,2002,94000,381,22
East England,PE2 9,2002,87000,368,30
East England,PE20 1,2002,104000,182,21
East England,PE20 2,2002,108000,75,33
East England,PE20 3,2002,97000,122,28
East England,PE21 0,2002,75000,327,32
East England,PE21 6,2002,60000,112,-8
East England,PE21 7,2002,92000,233,28
East England,PE21 8,2002,58000,364,23
East England,PE21 9,2002,79000,228,16
East England,PE22 0,2002,105000,148,33
East England,PE22 7,2002,114000,85,37
East England,PE22 8,2002,98000,101,20
East England,PE22 9,2002,104000,74,18
East England,PE23 4,2002,136000,60,33
East England,PE23 5,2002,100000,173,37
East England,PE24 4,2002,86000,106,13
East England,PE24 5,2002,82000,288,30
East England,PE25 1,2002,82000,194,15
East England,PE25 2,2002,74000,198,19
East England,PE25 3,2002,96000,185,35
East England,PE26 1,2002,108000,150,19
East England,PE26 2,2002,122000,168,16
East England,PE27 3,2002,115000,276,26
East England,PE27 4,2002,170000,54,15
East England,PE27 5,2002,139000,176,15
East England,PE27 6,2002,134000,90,22
East England,PE28 0,2002,196000,124,17
East England,PE28 2,2002,135000,278,27
East England,PE28 3,2002,152000,255,24
East England,PE28 4,2002,149000,210,10
East England,PE28 5,2002,136000,198,15
East England,PE28 9,2002,190000,121,9
East England,PE29 1,2002,118000,296,2
East England,PE29 2,2002,137000,190,33
East England,PE29 3,2002,93000,129,21
East England,PE29 6,2002,152000,199,22
East England,PE29 7,2002,78000,99,15
East England,PE3 6,2002,111000,175,-9
East England,PE3 7,2002,56000,126,40
East England,PE3 8,2002,66000,207,32
East England,PE3 9,2002,99000,210,18
East England,PE30 1,2002,90000,74,30
East England,PE30 2,2002,59000,169,11
East England,PE30 3,2002,106000,338,12
East England,PE30 4,2002,77000,264,40
East England,PE30 5,2002,66000,205,32
East England,PE31 6,2002,117000,225,9
East England,PE31 7,2002,114000,236,21
East England,PE31 8,2002,181000,147,5
East England,PE32 1,2002,143000,190,25
East England,PE32 2,2002,140000,120,24
East England,PE33 0,2002,117000,202,18
East England,PE33 9,2002,134000,141,40
East England,PE34 3,2002,107000,111,23
East England,PE34 4,2002,115000,199,26
East England,PE36 5,2002,127000,148,32
East England,PE36 6,2002,182000,112,18
East England,PE37 7,2002,107000,231,26
East England,PE37 8,2002,155000,99,45
East England,PE38 0,2002,115000,121,49
East England,PE38 9,2002,121000,358,32
East England,PE4 5,2002,90000,220,20
East England,PE4 6,2002,103000,279,23
East England,PE4 7,2002,79000,324,22
East England,PE5 7,2002,183000,24,4
East England,PE6 0,2002,121000,217,32
East England,PE6 7,2002,143000,258,16
East England,PE6 8,2002,117000,339,23
East England,PE6 9,2002,156000,181,12
East England,PE7 1,2002,95000,380,20
East England,PE7 2,2002,99000,99,16
East England,PE7 3,2002,118000,543,22
East England,PE7 8,2002,153000,442,24
East England,PE8 4,2002,170000,124,22
East England,PE8 5,2002,268000,63,18
East England,PE8 6,2002,148000,171,70
East England,PE9 1,2002,105000,242,33
East England,PE9 2,2002,152000,340,26
East England,PE9 3,2002,210000,132,8
East England,PE9 4,2002,163000,167,11
East Midlands,DE1 1,2002,67000,119,34
East Midlands,DE1 2,2002,111000,46,68
East Midlands,DE1 3,2002,84000,157,22
East Midlands,DE11 0,2002,73000,405,16
East Midlands,DE11 7,2002,89000,262,25
East Midlands,DE11 8,2002,95000,317,22
East Midlands,DE11 9,2002,69000,359,28
East Midlands,DE12 6,2002,99000,264,34
East Midlands,DE12 7,2002,122000,255,23
East Midlands,DE12 8,2002,155000,69,26
East Midlands,DE13 0,2002,99000,522,15
East Midlands,DE13 7,2002,196000,85,15
East Midlands,DE13 8,2002,190000,167,40
East Midlands,DE13 9,2002,139000,197,26
East Midlands,DE14 1,2002,75000,100,63
East Midlands,DE14 2,2002,50000,287,22
East Midlands,DE14 3,2002,70000,432,15
East Midlands,DE15 0,2002,116000,186,7
East Midlands,DE15 9,2002,91000,297,25
East Midlands,DE21 2,2002,100000,445,22
East Midlands,DE21 4,2002,69000,275,19
East Midlands,DE21 5,2002,157000,57,20
East Midlands,DE21 6,2002,63000,326,24
East Midlands,DE21 7,2002,85000,305,31
East Midlands,DE22 1,2002,134000,146,22
East Midlands,DE22 2,2002,128000,277,19
East Midlands,DE22 3,2002,66000,550,32
East Midlands,DE22 4,2002,67000,115,37
East Midlands,DE22 5,2002,196000,16,-18
East Midlands,DE23 1,2002,85000,208,21
East Midlands,DE23 2,2002,83000,50,-1
East Midlands,DE23 3,2002,165000,174,21
East Midlands,DE23 4,2002,138000,74,-7
East Midlands,DE23 6,2002,77000,456,17
East Midlands,DE23 7,2002,19000,1,-92
East Midlands,DE23 8,2002,38000,428,19
East Midlands,DE24 0,2002,69000,379,30
East Midlands,DE24 3,2002,77000,203,24
East Midlands,DE24 5,2002,120000,56,33
East Midlands,DE24 8,2002,46000,405,39
East Midlands,DE24 9,2002,60000,256,25
East Midlands,DE3 0,2002,130000,258,16
East Midlands,DE3 5,2002,120000,1,9
East Midlands,DE3 9,2002,135000,191,38
East Midlands,DE4 2,2002,143000,167,24
East Midlands,DE4 3,2002,104000,272,5
East Midlands,DE4 4,2002,127000,180,22
East Midlands,DE4 5,2002,138000,124,8
East Midlands,DE45 1,2002,187000,170,19
East Midlands,DE5 3,2002,77000,272,18
East Midlands,DE5 8,2002,116000,106,41
East Midlands,DE5 9,2002,67000,97,24
East Midlands,DE55 1,2002,72000,203,14
East Midlands,DE55 2,2002,59000,239,16
East Midlands,DE55 3,2002,87000,185,36
East Midlands,DE55 4,2002,63000,230,34
East Midlands,DE55 5,2002,57000,195,2
East Midlands,DE55 6,2002,86000,139,26
East Midlands,DE55 7,2002,65000,234,8
East Midlands,DE56 0,2002,100000,380,32
East Midlands,DE56 1,2002,88000,385,16
East Midlands,DE56 2,2002,138000,157,25
East Midlands,DE56 4,2002,194000,134,31
East Midlands,DE6 1,2002,129000,176,9
East Midlands,DE6 2,2002,161000,97,6
East Midlands,DE6 3,2002,201000,89,30
East Midlands,DE6 4,2002,174000,10,12
East Midlands,DE6 5,2002,168000,78,35
East Midlands,DE65 5,2002,126000,390,31
East Midlands,DE65 6,2002,135000,245,19
East Midlands,DE7 4,2002,77000,272,33
East Midlands,DE7 5,2002,58000,292,29
East Midlands,DE7 6,2002,102000,245,19
East Midlands,DE7 8,2002,52000,293,16
East Midlands,DE7 9,2002,84000,153,17
East Midlands,DE72 2,2002,131000,93,22
East Midlands,DE72 3,2002,115000,345,19
East Midlands,DE73 1,2002,197000,11,40
East Midlands,DE73 5,2002,152000,149,14
East Midlands,DE73 6,2002,99000,150,10
East Midlands,DE73 7,2002,198000,38,25
East Midlands,DE73 8,2002,127000,138,19
East Midlands,DE74 2,2002,121000,245,22
East Midlands,DE75 7,2002,72000,555,16
East Midlands,DN1 1,2002,46000,13,-33
East Midlands,DN1 2,2002,39000,218,22
East Midlands,DN1 3,2002,45000,11,32
East Midlands,DN10 4,2002,108000,127,29
East Midlands,DN10 5,2002,130000,38,7
East Midlands,DN10 6,2002,125000,194,10
East Midlands,DN11 0,2002,66000,394,14
East Midlands,DN11 8,2002,45000,136,-10
East Midlands,DN11 9,2002,117000,174,19
East Midlands,DN12 1,2002,36000,213,20
East Midlands,DN12 2,2002,59000,107,20
East Midlands,DN12 3,2002,54000,114,23
East Midlands,DN12 4,2002,65000,24,16
East Midlands,DN14 0,2002,101000,173,26
East Midlands,DN14 5,2002,52000,245,18
East Midlands,DN14 6,2002,51000,441,11
East Midlands,DN14 7,2002,103000,182,21
East Midlands,DN14 8,2002,86000,127,13
East Midlands,DN14 9,2002,118000,164,53
East Midlands,DN15 0,2002,98000,25,-4
East Midlands,DN15 6,2002,38000,144,-10
East Midlands,DN15 7,2002,42000,251,8
East Midlands,DN15 8,2002,57000,259,16
East Midlands,DN15 9,2002,80000,284,31
East Midlands,DN16 1,2002,42000,196,27
East Midlands,DN16 2,2002,47000,182,18
East Midlands,DN16 3,2002,65000,376,8
East Midlands,DN17 1,2002,54000,225,0
East Midlands,DN17 2,2002,54000,280,-10
East Midlands,DN17 3,2002,78000,191,22
East Midlands,DN17 4,2002,78000,164,0
East Midlands,DN18 5,2002,67000,308,14
East Midlands,DN18 6,2002,78000,79,24
East Midlands,DN19 7,2002,75000,231,7
East Midlands,DN2 4,2002,52000,160,24
East Midlands,DN2 5,2002,74000,181,25
East Midlands,DN2 6,2002,54000,137,15
East Midlands,DN20 0,2002,89000,150,29
East Midlands,DN20 8,2002,81000,182,14
East Midlands,DN20 9,2002,91000,183,26
East Midlands,DN21 1,2002,43000,366,34
East Midlands,DN21 2,2002,37000,209,12
East Midlands,DN21 3,2002,92000,136,33
East Midlands,DN21 4,2002,104000,140,30
East Midlands,DN21 5,2002,102000,143,48
East Midlands,DN22 0,2002,135000,99,30
East Midlands,DN22 6,2002,72000,145,20
East Midlands,DN22 7,2002,82000,356,34
East Midlands,DN22 8,2002,113000,96,15
East Midlands,DN22 9,2002,125000,52,12
East Midlands,DN3 1,2002,79000,183,20
East Midlands,DN3 2,2002,64000,211,8
East Midlands,DN3 3,2002,75000,239,23
East Midlands,DN31 1,2002,32000,63,3
East Midlands,DN31 2,2002,32000,289,19
East Midlands,DN31 3,2002,30000,5,-21
East Midlands,DN32 0,2002,63000,226,11
East Midlands,DN32 7,2002,23000,137,5
East Midlands,DN32 8,2002,48000,257,7
East Midlands,DN32 9,2002,35000,287,-3
East Midlands,DN33 1,2002,29000,61,21
East Midlands,DN33 2,2002,80000,87,18
East Midlands,DN33 3,2002,79000,182,30
East Midlands,DN34 4,2002,53000,267,15
East Midlands,DN34 5,2002,54000,320,15
East Midlands,DN35 0,2002,95000,217,23
East Midlands,DN35 7,2002,39000,419,15
East Midlands,DN35 8,2002,52000,316,18
East Midlands,DN35 9,2002,63000,98,12
East Midlands,DN36 4,2002,99000,288,21
East Midlands,DN36 5,2002,87000,186,21
East Midlands,DN37 0,2002,107000,176,22
East Midlands,DN37 7,2002,93000,104,19
East Midlands,DN37 8,2002,135000,2,18
East Midlands,DN37 9,2002,64000,248,12
East Midlands,DN38 6,2002,101000,79,33
East Midlands,DN39 6,2002,89000,74,29
East Midlands,DN4 0,2002,40000,396,29
East Midlands,DN4 5,2002,54000,179,23
East Midlands,DN4 6,2002,105000,228,27
East Midlands,DN4 7,2002,111000,166,23
East Midlands,DN4 8,2002,60000,298,9
East Midlands,DN4 9,2002,64000,254,33
East Midlands,DN40 1,2002,46000,93,5
East Midlands,DN40 2,2002,52000,139,21
East Midlands,DN40 3,2002,68000,62,42
East Midlands,DN41 7,2002,104000,96,16
East Midlands,DN41 8,2002,79000,84,23
East Midlands,DN5 0,2002,41000,219,5
East Midlands,DN5 7,2002,124000,190,31
East Midlands,DN5 8,2002,64000,222,28
East Midlands,DN5 9,2002,46000,284,24
East Midlands,DN6 0,2002,52000,106,27
East Midlands,DN6 7,2002,50000,219,19
East Midlands,DN6 8,2002,50000,173,11
East Midlands,DN6 9,2002,100000,142,27
East Midlands,DN7 4,2002,60000,185,25
East Midlands,DN7 5,2002,56000,116,33
East Midlands,DN7 6,2002,92000,150,39
East Midlands,DN8 4,2002,45000,175,12
East Midlands,DN8 5,2002,61000,204,22
East Midlands,DN9 1,2002,113000,244,26
East Midlands,DN9 2,2002,112000,132,22
East Midlands,DN9 3,2002,105000,153,19
East Midlands,LE1 1,2002,109000,31,-9
East Midlands,LE1 2,2002,45000,1,-4
East Midlands,LE1 3,2002,79000,5,-9
East Midlands,LE1 4,2002,440000,1,146
East Midlands,LE1 5,2002,148000,17,37
East Midlands,LE1 6,2002,137000,70,14
East Midlands,LE1 7,2002,120000,11,43
East Midlands,LE10 0,2002,93000,690,21
East Midlands,LE10 1,2002,102000,344,20
East Midlands,LE10 2,2002,140000,424,15
East Midlands,LE10 3,2002,168000,55,17
East Midlands,LE11 1,2002,72000,237,29
East Midlands,LE11 2,2002,99000,262,4
East Midlands,LE11 3,2002,158000,253,27
East Midlands,LE11 4,2002,83000,214,12
East Midlands,LE11 5,2002,90000,185,27
East Midlands,LE12 5,2002,155000,143,5
East Midlands,LE12 6,2002,167000,175,23
East Midlands,LE12 7,2002,99000,569,27
East Midlands,LE12 8,2002,144000,321,10
East Midlands,LE12 9,2002,94000,356,22
East Midlands,LE13 0,2002,103000,370,37
East Midlands,LE13 1,2002,108000,283,21
East Midlands,LE14 2,2002,186000,90,-2
East Midlands,LE14 3,2002,128000,152,8
East Midlands,LE14 4,2002,198000,131,35
East Midlands,LE15 6,2002,139000,334,21
East Midlands,LE15 7,2002,166000,213,2
East Midlands,LE15 8,2002,212000,166,5
East Midlands,LE15 9,2002,174000,165,22
East Midlands,LE16 7,2002,155000,377,20
East Midlands,LE16 8,2002,173000,298,24
East Midlands,LE16 9,2002,126000,324,29
East Midlands,LE17 4,2002,131000,314,7
East Midlands,LE17 5,2002,200000,127,14
East Midlands,LE17 6,2002,206000,85,19
East Midlands,LE18 1,2002,97000,166,28
East Midlands,LE18 2,2002,85000,178,27
East Midlands,LE18 3,2002,104000,202,24
East Midlands,LE18 4,2002,72000,259,31
East Midlands,LE19 2,2002,102000,170,20
East Midlands,LE19 3,2002,105000,115,8
East Midlands,LE19 4,2002,92000,106,24
East Midlands,LE2 0,2002,63000,93,21
East Midlands,LE2 1,2002,93000,284,21
East Midlands,LE2 2,2002,165000,132,20
East Midlands,LE2 3,2002,148000,323,16
East Midlands,LE2 4,2002,171000,349,30
East Midlands,LE2 5,2002,118000,153,12
East Midlands,LE2 6,2002,80000,255,23
East Midlands,LE2 7,2002,66000,104,29
East Midlands,LE2 8,2002,77000,266,22
East Midlands,LE2 9,2002,73000,272,16
East Midlands,LE3 0,2002,81000,320,31
East Midlands,LE3 1,2002,61000,176,24
East Midlands,LE3 2,2002,83000,338,24
East Midlands,LE3 3,2002,107000,512,16
East Midlands,LE3 5,2002,65000,181,44
East Midlands,LE3 6,2002,76000,266,23
East Midlands,LE3 8,2002,119000,231,20
East Midlands,LE3 9,2002,93000,361,43
East Midlands,LE4 0,2002,73000,178,40
East Midlands,LE4 1,2002,60000,137,28
