region,postcode_sector,year,avg_price,volume,delta
East England,PE1 1,2000,90000,34,17
East England,PE1 2,2000,52000,191,13
East England,PE1 3,2000,54000,274,4
East England,PE1 4,2000,65000,261,12
East England,PE1 5,2000,49000,195,23
East England,PE10 0,2000,95000,253,14
East England,PE10 9,2000,77000,289,7
East England,PE11 1,2000,70000,233,25
East England,PE11 2,2000,62000,240,15
East England,PE11 3,2000,80000,314,16
East England,PE11 4,2000,80000,195,23
East England,PE12 0,2000,81000,145,14
East England,PE12 6,2000,93000,264,24
East England,PE12 7,2000,69000,264,21
East England,PE12 8,2000,77000,115,28
East England,PE12 9,2000,70000,365,25
East England,PE13 1,2000,55000,94,-5
East England,PE13 2,2000,53000,201,13
East England,PE13 3,2000,51000,250,11
East England,PE13 4,2000,77000,109,15
East England,PE13 5,2000,77000,142,17
East England,PE14 0,2000,71000,100,16
East England,PE14 7,2000,78000,162,7
East England,PE14 8,2000,72000,135,11
East England,PE14 9,2000,72000,79,12
East England,PE15 0,2000,79000,207,16
East England,PE15 8,2000,60000,342,18
East England,PE15 9,2000,71000,276,25
East England,PE16 6,2000,64000,287,14
East England,PE17 5,2000,70000,1,17
East England,PE19 1,2000,84000,172,1
East England,PE19 2,2000,69000,220,11
East England,PE19 5,2000,142000,147,12
East England,PE19 6,2000,140000,139,27
East England,PE19 7,2000,93000,165,9
East England,PE19 8,2000,89000,222,25
East England,PE2 5,2000,52000,355,11
East England,PE2 6,2000,97000,123,7
East England,PE2 7,2000,126000,116,37
East England,PE2 8,2000,71000,390,11
East England,PE2 9,2000,49000,255,14
East England,PE20 1,2000,63000,92,11
East England,PE20 2,2000,63000,50,15
East England,PE20 3,2000,74000,139,28
East England,PE21 0,2000,51000,242,4
East England,PE21 6,2000,53000,103,36
East England,PE21 7,2000,61000,192,11
East England,PE21 8,2000,41000,273,14
East England,PE21 9,2000,59000,197,5
East England,PE22 0,2000,74000,148,12
East England,PE22 7,2000,66000,67,18
East England,PE22 8,2000,67000,75,6
East England,PE22 9,2000,73000,70,22
East England,PE23 4,2000,83000,45,-19
East England,PE23 5,2000,62000,122,19
East England,PE24 4,2000,59000,93,9
East England,PE24 5,2000,58000,220,14
East England,PE25 1,2000,61000,131,7
East England,PE25 2,2000,55000,173,17
East England,PE25 3,2000,67000,141,3
East England,PE26 1,2000,81000,157,14
East England,PE26 2,2000,91000,129,12
East England,PE27 3,2000,91000,290,28
East England,PE27 4,2000,127000,49,25
East England,PE27 5,2000,106000,148,13
East England,PE27 6,2000,92000,87,7
East England,PE28 0,2000,155000,128,14
East England,PE28 2,2000,121000,205,8
East England,PE28 3,2000,99000,213,0
East England,PE28 4,2000,120000,215,22
East England,PE28 5,2000,96000,199,10
East England,PE28 9,2000,134000,122,-4
East England,PE29 1,2000,103000,284,23
East England,PE29 2,2000,92000,153,2
East England,PE29 3,2000,62000,88,9
East England,PE29 6,2000,114000,208,18
East England,PE29 7,2000,62000,109,41
East England,PE3 6,2000,92000,103,2
East England,PE3 7,2000,35000,95,3
East England,PE3 8,2000,44000,161,0
East England,PE3 9,2000,71000,177,0
East England,PE30 1,2000,51000,69,0
East England,PE30 2,2000,40000,149,8
East England,PE30 3,2000,78000,299,16
East England,PE30 4,2000,51000,307,-4
East England,PE30 5,2000,47000,182,9
East England,PE31 6,2000,82000,214,5
East England,PE31 7,2000,74000,202,9
East England,PE31 8,2000,129000,136,8
East England,PE32 1,2000,98000,190,21
East England,PE32 2,2000,102000,111,31
East England,PE33 0,2000,82000,191,17
East England,PE33 9,2000,85000,127,18
East England,PE34 3,2000,73000,99,16
East England,PE34 4,2000,74000,186,14
East England,PE36 5,2000,79000,109,14
East England,PE36 6,2000,115000,116,21
East England,PE37 7,2000,69000,164,5
East England,PE37 8,2000,95000,68,46
East England,PE38 0,2000,79000,91,8
East England,PE38 9,2000,78000,287,20
East England,PE4 5,2000,61000,236,5
East England,PE4 6,2000,67000,205,12
East England,PE4 7,2000,57000,257,8
East England,PE5 7,2000,190000,30,38
East England,PE6 0,2000,81000,119,25
East England,PE6 7,2000,106000,164,23
East England,PE6 8,2000,83000,330,11
East England,PE6 9,2000,117000,160,31
East England,PE7 0,2000,72000,1,67
East England,PE7 1,2000,69000,349,8
East England,PE7 2,2000,71000,78,4
East England,PE7 3,2000,86000,453,19
East England,PE7 8,2000,109000,176,7
East England,PE8 4,2000,121000,163,15
East England,PE8 5,2000,183000,56,1
East England,PE8 6,2000,118000,157,-2
East England,PE9 1,2000,67000,169,6
East England,PE9 2,2000,102000,271,11
East England,PE9 3,2000,162000,88,17
East England,PE9 4,2000,118000,162,16
East Midlands,DE1 1,2000,50000,85,14
East Midlands,DE1 2,2000,64000,24,25
East Midlands,DE1 3,2000,72000,170,26
East Midlands,DE11 0,2000,58000,346,5
East Midlands,DE11 7,2000,61000,217,9
East Midlands,DE11 8,2000,71000,193,22
East Midlands,DE11 9,2000,54000,299,6
