region,postcode_sector,year,avg_price,volume
East England,PE1 1,2017,149000,61
East England,PE1 2,2017,142000,163
East England,PE1 3,2017,143000,177
East England,PE1 4,2017,169000,243
East England,PE1 5,2017,129000,242
East England,PE10 0,2017,223000,415
East England,PE10 9,2017,216000,211
East England,PE11 1,2017,178000,173
East England,PE11 2,2017,159000,231
East England,PE11 3,2017,185000,316
East England,PE11 4,2017,205000,141
East England,PE12 0,2017,222000,88
East England,PE12 6,2017,216000,159
East England,PE12 7,2017,167000,160
East England,PE12 8,2017,204000,89
East England,PE12 9,2017,169000,248
East England,PE13 1,2017,187000,68
East England,PE13 2,2017,169000,179
East England,PE13 3,2017,147000,204
East England,PE13 4,2017,233000,141
East England,PE13 5,2017,206000,135
East England,PE14 0,2017,207000,109
East England,PE14 7,2017,223000,92
East England,PE14 8,2017,221000,104
East England,PE14 9,2017,219000,96
East England,PE15 0,2017,225000,181
East England,PE15 8,2017,179000,255
East England,PE15 9,2017,197000,192
East England,PE16 6,2017,189000,275
East England,PE19 1,2017,268000,126
East England,PE19 2,2017,252000,200
East England,PE19 5,2017,366000,92
East England,PE19 6,2017,293000,232
East England,PE19 7,2017,326000,120
East England,PE19 8,2017,267000,148
East England,PE2 5,2017,161000,233
East England,PE2 6,2017,261000,72
East England,PE2 7,2017,255000,56
East England,PE2 8,2017,187000,408
East England,PE2 9,2017,173000,234
East England,PE20 1,2017,201000,119
East England,PE20 2,2017,198000,62
East England,PE20 3,2017,182000,93
East England,PE21 0,2017,144000,180
East England,PE21 6,2017,114000,51
East England,PE21 7,2017,169000,209
East England,PE21 8,2017,115000,170
East England,PE21 9,2017,162000,181
East England,PE22 0,2017,179000,88
East England,PE22 7,2017,176000,53
East England,PE22 8,2017,200000,57
East England,PE22 9,2017,201000,57
East England,PE23 4,2017,235000,51
East England,PE23 5,2017,188000,118
East England,PE24 4,2017,162000,60
East England,PE24 5,2017,163000,198
East England,PE25 1,2017,154000,140
East England,PE25 2,2017,129000,134
East England,PE25 3,2017,165000,110
East England,PE26 1,2017,202000,112
East England,PE26 2,2017,264000,104
East England,PE27 3,2017,250000,139
East England,PE27 4,2017,306000,51
East England,PE27 5,2017,288000,111
East England,PE27 6,2017,296000,98
East England,PE28 0,2017,383000,100
East England,PE28 2,2017,309000,164
East England,PE28 3,2017,293000,162
East England,PE28 4,2017,309000,192
East England,PE28 5,2017,288000,140
East England,PE28 9,2017,396000,114
East England,PE29 1,2017,240000,166
East England,PE29 2,2017,305000,194
East England,PE29 3,2017,186000,90
East England,PE29 6,2017,263000,111
East England,PE29 7,2017,184000,46
East England,PE3 6,2017,302000,157
East England,PE3 7,2017,129000,57
East England,PE3 8,2017,149000,104
East England,PE3 9,2017,210000,122
East England,PE30 1,2017,137000,51
East England,PE30 2,2017,134000,82
East England,PE30 3,2017,224000,248
East England,PE30 4,2017,171000,180
East England,PE30 5,2017,147000,175
East England,PE31 6,2017,263000,137
East England,PE31 7,2017,242000,199
East England,PE31 8,2017,484000,148
East England,PE32 1,2017,265000,207
East England,PE32 2,2017,285000,112
East England,PE33 0,2017,235000,174
East England,PE33 9,2017,281000,92
East England,PE34 3,2017,204000,97
East England,PE34 4,2017,227000,137
East England,PE36 5,2017,235000,146
East England,PE36 6,2017,357000,92
East England,PE37 7,2017,189000,137
East England,PE37 8,2017,241000,145
East England,PE38 0,2017,229000,75
East England,PE38 9,2017,210000,268
East England,PE4 5,2017,174000,115
East England,PE4 6,2017,191000,182
East England,PE4 7,2017,162000,161
East England,PE5 7,2017,441000,18
East England,PE6 0,2017,223000,198
East England,PE6 7,2017,260000,175
East England,PE6 8,2017,243000,252
East England,PE6 9,2017,305000,120
East England,PE7 0,2017,186000,54
East England,PE7 1,2017,201000,314
East England,PE7 2,2017,214000,113
East England,PE7 3,2017,229000,342
East England,PE7 8,2017,212000,457
East England,PE8 4,2017,310000,114
East England,PE8 5,2017,478000,58
East England,PE8 6,2017,316000,136
East England,PE9 1,2017,226000,191
East England,PE9 2,2017,342000,295
East England,PE9 3,2017,453000,128
East England,PE9 4,2017,334000,93
East Midlands,DE1 1,2017,116000,253
East Midlands,DE1 2,2017,136000,36
East Midlands,DE1 3,2017,168000,114
East Midlands,DE11 0,2017,154000,277
East Midlands,DE11 7,2017,171000,199
East Midlands,DE11 8,2017,167000,179
East Midlands,DE11 9,2017,163000,350
East Midlands,DE12 6,2017,217000,199
East Midlands,DE12 7,2017,234000,262
East Midlands,DE12 8,2017,248000,68
East Midlands,DE13 0,2017,182000,303
East Midlands,DE13 7,2017,309000,71
East Midlands,DE13 8,2017,355000,182
East Midlands,DE13 9,2017,265000,174
East Midlands,DE14 1,2017,164000,84
East Midlands,DE14 2,2017,148000,307
East Midlands,DE14 3,2017,151000,253
East Midlands,DE15 0,2017,237000,137
East Midlands,DE15 9,2017,195000,289
East Midlands,DE21 2,2017,191000,210
East Midlands,DE21 4,2017,140000,190
East Midlands,DE21 5,2017,296000,59
East Midlands,DE21 6,2017,131000,203
East Midlands,DE21 7,2017,163000,184
East Midlands,DE22 1,2017,257000,128
East Midlands,DE22 2,2017,254000,259
East Midlands,DE22 3,2017,125000,294
East Midlands,DE22 4,2017,211000,326
East Midlands,DE22 5,2017,564000,17
East Midlands,DE23 1,2017,172000,121
East Midlands,DE23 2,2017,154000,49
East Midlands,DE23 3,2017,249000,231
East Midlands,DE23 4,2017,260000,53
East Midlands,DE23 6,2017,165000,212
East Midlands,DE23 8,2017,99000,191
East Midlands,DE24 0,2017,139000,282
East Midlands,DE24 1,2017,146000,40
East Midlands,DE24 3,2017,151000,110
East Midlands,DE24 5,2017,203000,115
East Midlands,DE24 8,2017,106000,235
East Midlands,DE24 9,2017,132000,170
East Midlands,DE3 0,2017,201000,140
East Midlands,DE3 9,2017,210000,177
East Midlands,DE4 2,2017,280000,156
East Midlands,DE4 3,2017,207000,204
East Midlands,DE4 4,2017,228000,138
East Midlands,DE4 5,2017,279000,124
East Midlands,DE45 1,2017,344000,123
East Midlands,DE5 3,2017,160000,227
East Midlands,DE5 8,2017,168000,66
East Midlands,DE5 9,2017,158000,95
East Midlands,DE55 1,2017,163000,108
East Midlands,DE55 2,2017,139000,107
East Midlands,DE55 3,2017,163000,61
East Midlands,DE55 4,2017,130000,149
East Midlands,DE55 5,2017,148000,191
East Midlands,DE55 6,2017,177000,103
East Midlands,DE55 7,2017,160000,167
East Midlands,DE56 0,2017,196000,249
East Midlands,DE56 1,2017,174000,253
East Midlands,DE56 2,2017,247000,143
East Midlands,DE56 4,2017,409000,115
East Midlands,DE6 1,2017,255000,227
East Midlands,DE6 2,2017,339000,73
East Midlands,DE6 3,2017,346000,75
East Midlands,DE6 4,2017,354000,9
East Midlands,DE6 5,2017,308000,43
East Midlands,DE65 5,2017,206000,315
East Midlands,DE65 6,2017,299000,266
East Midlands,DE7 4,2017,152000,214
East Midlands,DE7 5,2017,131000,233
East Midlands,DE7 6,2017,234000,233
East Midlands,DE7 8,2017,114000,251
East Midlands,DE7 9,2017,165000,54
East Midlands,DE72 2,2017,315000,88
East Midlands,DE72 3,2017,227000,271
East Midlands,DE73 1,2017,180000,1
East Midlands,DE73 5,2017,235000,112
East Midlands,DE73 6,2017,226000,256
East Midlands,DE73 7,2017,367000,25
East Midlands,DE73 8,2017,272000,103
East Midlands,DE74 2,2017,229000,231
East Midlands,DE75 7,2017,142000,354
East Midlands,DN1 1,2017,86000,9
