region,postcode_sector,year,avg_price,volume
East England,PE1 1,2007,133000,18
East England,PE1 2,2007,143000,184
East England,PE1 3,2007,141000,279
East England,PE1 4,2007,148000,294
East England,PE1 5,2007,134000,210
East England,PE10 0,2007,198000,354
East England,PE10 9,2007,184000,260
East England,PE11 1,2007,157000,442
East England,PE11 2,2007,144000,386
East England,PE11 3,2007,171000,321
East England,PE11 4,2007,188000,191
East England,PE12 0,2007,190000,137
East England,PE12 6,2007,175000,182
East England,PE12 7,2007,150000,219
East England,PE12 8,2007,167000,112
East England,PE12 9,2007,157000,330
East England,PE13 1,2007,151000,93
East England,PE13 2,2007,136000,268
East England,PE13 3,2007,123000,315
East England,PE13 4,2007,185000,185
East England,PE13 5,2007,174000,184
East England,PE14 0,2007,170000,125
East England,PE14 7,2007,191000,125
East England,PE14 8,2007,170000,145
East England,PE14 9,2007,175000,111
East England,PE15 0,2007,180000,228
East England,PE15 8,2007,139000,401
East England,PE15 9,2007,161000,249
East England,PE16 6,2007,154000,385
East England,PE17 5,2007,185000,1
East England,PE19 1,2007,179000,167
East England,PE19 2,2007,182000,287
East England,PE19 5,2007,264000,124
East England,PE19 6,2007,291000,148
East England,PE19 7,2007,259000,122
East England,PE19 8,2007,178000,215
East England,PE2 5,2007,133000,382
East England,PE2 6,2007,206000,79
East England,PE2 7,2007,233000,71
East England,PE2 8,2007,144000,336
East England,PE2 9,2007,169000,376
East England,PE20 1,2007,159000,170
East England,PE20 2,2007,169000,60
East England,PE20 3,2007,169000,117
East England,PE21 0,2007,128000,275
East England,PE21 6,2007,122000,119
East England,PE21 7,2007,149000,263
East England,PE21 8,2007,118000,326
East England,PE21 9,2007,147000,235
East England,PE22 0,2007,169000,115
East England,PE22 7,2007,166000,66
East England,PE22 8,2007,181000,65
East England,PE22 9,2007,167000,89
East England,PE23 4,2007,226000,61
East England,PE23 5,2007,163000,167
East England,PE24 4,2007,163000,78
East England,PE24 5,2007,136000,233
East England,PE25 1,2007,141000,188
East England,PE25 2,2007,146000,176
East England,PE25 3,2007,168000,136
East England,PE26 1,2007,169000,137
East England,PE26 2,2007,208000,134
East England,PE27 3,2007,172000,219
East England,PE27 4,2007,269000,54
East England,PE27 5,2007,209000,135
East England,PE27 6,2007,208000,83
East England,PE28 0,2007,266000,117
East England,PE28 2,2007,220000,232
East England,PE28 3,2007,215000,261
East England,PE28 4,2007,235000,208
East England,PE28 5,2007,214000,164
East England,PE28 9,2007,266000,147
East England,PE29 1,2007,170000,245
East England,PE29 2,2007,210000,135
East England,PE29 3,2007,148000,108
East England,PE29 6,2007,216000,164
East England,PE29 7,2007,131000,72
East England,PE3 6,2007,209000,125
East England,PE3 7,2007,109000,117
East England,PE3 8,2007,121000,185
East England,PE3 9,2007,168000,198
East England,PE30 1,2007,158000,73
East England,PE30 2,2007,107000,170
East England,PE30 3,2007,178000,342
East England,PE30 4,2007,133000,322
East England,PE30 5,2007,130000,221
East England,PE31 6,2007,211000,183
East England,PE31 7,2007,193000,231
East England,PE31 8,2007,347000,148
East England,PE32 1,2007,218000,162
East England,PE32 2,2007,243000,127
East England,PE33 0,2007,183000,214
East England,PE33 9,2007,205000,122
East England,PE34 3,2007,179000,163
East England,PE34 4,2007,178000,172
East England,PE36 5,2007,202000,129
East England,PE36 6,2007,291000,99
East England,PE37 7,2007,166000,179
East England,PE37 8,2007,197000,84
East England,PE38 0,2007,191000,117
East England,PE38 9,2007,167000,380
East England,PE4 5,2007,156000,137
East England,PE4 6,2007,162000,228
East England,PE4 7,2007,131000,237
East England,PE5 7,2007,294000,32
East England,PE6 0,2007,182000,164
East England,PE6 7,2007,212000,216
East England,PE6 8,2007,180000,290
East England,PE6 9,2007,249000,121
East England,PE7 0,2007,165000,3
East England,PE7 1,2007,158000,325
East England,PE7 2,2007,170000,106
East England,PE7 3,2007,191000,423
East England,PE7 8,2007,191000,466
East England,PE8 4,2007,230000,111
East England,PE8 5,2007,420000,57
East England,PE8 6,2007,232000,208
East England,PE9 1,2007,173000,212
East England,PE9 2,2007,252000,264
East England,PE9 3,2007,337000,138
East England,PE9 4,2007,305000,127
East Midlands,DE1 1,2007,122000,150
East Midlands,DE1 2,2007,164000,52
East Midlands,DE1 3,2007,155000,217
East Midlands,DE11 0,2007,133000,332
East Midlands,DE11 7,2007,156000,273
East Midlands,DE11 8,2007,156000,196
East Midlands,DE11 9,2007,144000,369
East Midlands,DE12 6,2007,173000,137
East Midlands,DE12 7,2007,191000,187
East Midlands,DE12 8,2007,237000,51
East Midlands,DE13 0,2007,164000,443
East Midlands,DE13 7,2007,253000,62
East Midlands,DE13 8,2007,243000,145
East Midlands,DE13 9,2007,238000,226
East Midlands,DE14 1,2007,121000,112
East Midlands,DE14 2,2007,111000,298
East Midlands,DE14 3,2007,126000,401
East Midlands,DE15 0,2007,183000,150
East Midlands,DE15 9,2007,147000,327
East Midlands,DE21 2,2007,163000,306
East Midlands,DE21 4,2007,130000,274
East Midlands,DE21 5,2007,260000,73
East Midlands,DE21 6,2007,120000,284
East Midlands,DE21 7,2007,154000,297
East Midlands,DE22 1,2007,257000,184
East Midlands,DE22 2,2007,221000,279
East Midlands,DE22 3,2007,117000,458
East Midlands,DE22 4,2007,139000,111
East Midlands,DE22 5,2007,401000,13
East Midlands,DE23 1,2007,161000,191
East Midlands,DE23 2,2007,167000,38
East Midlands,DE23 3,2007,216000,121
East Midlands,DE23 4,2007,223000,61
East Midlands,DE23 6,2007,153000,341
East Midlands,DE23 8,2007,105000,310
East Midlands,DE24 0,2007,123000,320
East Midlands,DE24 1,2007,149000,143
East Midlands,DE24 3,2007,129000,161
East Midlands,DE24 5,2007,179000,40
East Midlands,DE24 8,2007,101000,382
East Midlands,DE24 9,2007,117000,230
East Midlands,DE3 0,2007,195000,187
East Midlands,DE3 9,2007,213000,156
East Midlands,DE4 2,2007,225000,175
East Midlands,DE4 3,2007,205000,269
East Midlands,DE4 4,2007,228000,115
East Midlands,DE4 5,2007,285000,101
East Midlands,DE45 1,2007,335000,160
East Midlands,DE5 3,2007,145000,291
East Midlands,DE5 8,2007,156000,84
East Midlands,DE5 9,2007,132000,80
East Midlands,DE55 1,2007,142000,139
East Midlands,DE55 2,2007,121000,179
East Midlands,DE55 3,2007,149000,110
East Midlands,DE55 4,2007,123000,167
East Midlands,DE55 5,2007,128000,175
East Midlands,DE55 6,2007,174000,105
East Midlands,DE55 7,2007,135000,178
East Midlands,DE56 0,2007,177000,335
East Midlands,DE56 1,2007,158000,423
East Midlands,DE56 2,2007,222000,164
